age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,health,absences,G1,G2,G3
18,3,2,1,3,0,5,4,3,1,7,13,13,14
18,4,3,1,3,0,5,3,2,4,9,16,15,16
18,4,3,1,3,0,5,4,5,5,0,10,10,9
17,4,3,1,3,0,4,4,3,4,0,13,15,15
18,3,2,2,1,1,2,5,5,5,10,11,13,13
19,1,1,3,2,3,5,4,4,2,8,8,7,8
17,3,3,2,2,0,4,5,4,3,2,13,13,13
18,1,3,1,1,1,4,3,3,3,7,8,7,8
19,1,1,3,1,1,4,4,4,5,4,8,8,8
17,4,3,2,2,0,4,5,5,2,4,13,11,11
18,3,3,1,2,0,5,3,4,5,0,10,9,9
17,4,4,2,2,0,4,3,3,5,4,12,13,13
17,3,2,2,2,0,1,2,3,5,2,12,12,11
18,1,1,2,1,0,3,3,2,3,4,10,10,10
18,1,1,2,3,0,5,3,2,4,0,18,16,16
18,1,4,3,2,0,4,3,4,5,0,13,13,13
18,1,1,2,2,1,4,4,3,5,2,13,12,12
18,3,3,2,2,0,4,3,2,3,0,11,11,10
17,4,4,1,2,0,2,3,4,1,0,16,15,15
17,1,2,2,2,0,3,2,2,3,0,12,11,12
18,1,3,2,2,0,3,3,4,3,4,10,10,10
18,4,4,2,3,0,4,2,2,5,0,13,13,13
17,1,1,3,1,1,5,2,1,1,0,7,6,0
18,2,3,2,1,0,5,2,3,4,0,11,10,10
18,4,4,3,2,0,3,2,2,5,10,14,12,11
19,3,2,2,2,2,3,2,2,3,4,7,7,9
18,1,2,3,1,0,4,3,3,3,3,14,12,12
17,2,2,1,3,0,3,4,3,3,8,13,11,11
17,1,2,1,1,0,3,5,5,1,14,6,5,5
18,4,4,2,3,0,5,4,4,1,0,19,18,19
18,1,1,4,3,0,4,3,2,4,2,8,8,10
20,4,2,2,3,2,5,4,3,3,4,15,14,15
18,4,4,1,2,0,5,4,3,2,4,8,9,10
18,3,3,1,2,0,4,1,3,1,0,15,15,15
17,3,1,1,2,0,4,5,4,1,17,10,10,10
18,4,4,1,2,0,3,2,4,2,4,15,14,14
18,2,1,2,1,0,4,4,3,5,5,7,6,7
17,2,3,2,2,0,4,4,3,3,2,11,11,10
19,1,1,2,1,1,4,3,2,5,0,6,5,0
18,4,2,2,1,1,5,4,3,3,14,6,5,5
18,2,2,2,3,0,5,3,3,4,2,10,9,10
18,4,4,3,1,0,4,4,3,5,7,6,5,6
19,2,3,1,3,1,5,4,2,5,0,7,5,0
18,3,1,1,2,0,4,3,4,1,0,7,9,8
18,1,1,2,2,1,1,1,1,5,0,6,5,0
20,2,2,1,2,2,5,5,4,4,11,9,9,9
17,3,1,2,1,0,2,4,5,2,3,14,16,16
21,1,1,1,1,3,5,5,3,3,3,10,8,7
18,3,2,3,1,0,4,4,1,5,0,11,12,10
19,1,1,1,1,0,3,2,3,5,5,8,9,9
